Simulation ID,Rules,Timestamp,Station ID,Order ID,Task Name,Event Type,Details
Simulation2,FCFS + SPT,35.01,A-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,35.01,A-1,O-32,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,35.01,A-1,O-32,T1,Task Added,
Simulation2,FCFS + SPT,35.01,B-1,O-29,T2,Task Start,Process time: 5.37
Simulation2,FCFS + SPT,35.01,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,35.01,A-1,O-32,T1,Task Start,Process time: 2.00
Simulation2,FCFS + SPT,35.33,N/A,O-43,N/A,Order Arrival,3 tasks included
Simulation2,FCFS + SPT,36.00,N/A,O-43,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.00,N/A,O-35,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.00,N/A,O-36,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.00,N/A,O-37,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.00,N/A,O-38,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.00,N/A,O-40,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.00,N/A,O-41,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 10.19, Station B-1: 13.46, Station B-2: 15.97, Station C-1: 16.95, Station C-2: 18.34, Station D-1: 14.36, Station D-2: 16.29, Station D-3: 12.65"
Simulation2,FCFS + SPT,36.21,B-2,O-25,T2,Task Complete,"TWT: 26.21, TIT: 10.00"
Simulation2,FCFS + SPT,36.21,C-2,O-31,T3,Task Complete,"TWT: 20.72, TIT: 15.49"
Simulation2,FCFS + SPT,36.21,B-2,O-33,T2,Task Start,Process time: 2.24
Simulation2,FCFS + SPT,36.21,C-2,O-26,T3,Task Start,Process time: 2.08
Simulation2,FCFS + SPT,36.42,D-1,O-39,T4,Task Complete,"TWT: 33.25, TIT: 3.17"
Simulation2,FCFS + SPT,36.42,A-1,O-39,T1,Task Added,
Simulation2,FCFS + SPT,36.42,D-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,36.58,N/A,O-44,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,36.58,D-1,O-44,T4,Order Released,Continuous Release
Simulation2,FCFS + SPT,36.58,D-1,O-44,T4,Task Added,
Simulation2,FCFS + SPT,36.58,D-1,N/A,N/A,Idle End,Idle duration: 0.16
Simulation2,FCFS + SPT,36.58,D-1,O-44,T4,Task Start,Process time: 3.86
Simulation2,FCFS + SPT,36.71,A-2,O-27,T1,Task Complete,"TWT: 31.25, TIT: 5.46"
Simulation2,FCFS + SPT,36.71,B-1,O-27,T2,Task Added,
Simulation2,FCFS + SPT,36.71,C-1,O-27,T3,Task Added,
Simulation2,FCFS + SPT,36.71,A-2,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,36.71,A-2,O-43,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,36.71,A-2,O-43,T1,Task Added,
Simulation2,FCFS + SPT,36.71,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,36.71,A-2,O-43,T1,Task Start,Process time: 0.92
Simulation2,FCFS + SPT,37.01,A-1,O-32,T1,Task Complete,"TWT: 30.71, TIT: 6.30"
Simulation2,FCFS + SPT,37.01,N/A,O-32,N/A,Order Finished,
Simulation2,FCFS + SPT,37.01,A-1,O-39,T1,Task Start,Process time: 3.01
Simulation2,FCFS + SPT,37.15,D-2,O-42,T4,Task Complete,"TWT: 33.75, TIT: 3.40"
Simulation2,FCFS + SPT,37.15,N/A,O-42,N/A,Order Finished,
Simulation2,FCFS + SPT,37.15,D-2,O-28,T4,Task Start,Process time: 4.14
Simulation2,FCFS + SPT,37.61,N/A,O-45,N/A,Order Arrival,5 tasks included
Simulation2,FCFS + SPT,37.63,A-2,O-43,T1,Task Complete,"TWT: 32.17, TIT: 5.46"
Simulation2,FCFS + SPT,37.63,B-2,O-43,T2,Task Added,
Simulation2,FCFS + SPT,37.63,C-2,O-43,T3,Task Added,
Simulation2,FCFS + SPT,37.63,A-2,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,37.63,A-2,O-35,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,37.63,A-2,O-35,T1,Task Added,
Simulation2,FCFS + SPT,37.63,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,37.63,A-2,O-35,T1,Task Start,Process time: 0.81
Simulation2,FCFS + SPT,37.65,D-3,O-30,T4,Task Complete,"TWT: 33.65, TIT: 4.00"
Simulation2,FCFS + SPT,37.65,E-1,O-30,T5,Task Added,
Simulation2,FCFS + SPT,37.65,E-1,N/A,N/A,Idle End,Idle duration: 10.29
Simulation2,FCFS + SPT,37.65,D-3,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,37.65,E-1,O-30,T5,Task Start,Process time: 3.51
Simulation2,FCFS + SPT,37.66,N/A,O-46,N/A,Order Arrival,3 tasks included
Simulation2,FCFS + SPT,38.29,C-2,O-26,T3,Task Complete,"TWT: 22.80, TIT: 15.49"
Simulation2,FCFS + SPT,38.29,C-2,O-43,T3,Task Start,Process time: 1.24
Simulation2,FCFS + SPT,38.44,A-2,O-35,T1,Task Complete,"TWT: 32.98, TIT: 5.46"
Simulation2,FCFS + SPT,38.44,N/A,O-35,N/A,Order Finished,
Simulation2,FCFS + SPT,38.44,A-2,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,38.44,A-2,O-36,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,38.44,A-2,O-36,T1,Task Added,
Simulation2,FCFS + SPT,38.44,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,38.44,A-2,O-36,T1,Task Start,Process time: 5.59
Simulation2,FCFS + SPT,38.45,B-2,O-33,T2,Task Complete,"TWT: 28.45, TIT: 10.00"
Simulation2,FCFS + SPT,38.45,E-1,O-33,T5,Task Added,
Simulation2,FCFS + SPT,38.45,B-2,O-43,T2,Task Start,Process time: 10.36
Simulation2,FCFS + SPT,38.79,N/A,O-47,N/A,Order Arrival,4 tasks included
Simulation2,FCFS + SPT,38.79,D-3,O-47,T4,Order Released,Continuous Release
Simulation2,FCFS + SPT,38.79,D-3,O-47,T4,Task Added,
Simulation2,FCFS + SPT,38.79,D-3,N/A,N/A,Idle End,Idle duration: 1.14
Simulation2,FCFS + SPT,38.79,D-3,O-47,T4,Task Start,Process time: 4.14
Simulation2,FCFS + SPT,38.93,C-1,O-22,T3,Task Complete,"TWT: 26.64, TIT: 12.29"
Simulation2,FCFS + SPT,38.93,N/A,O-22,N/A,Order Finished,
Simulation2,FCFS + SPT,38.93,C-1,O-27,T3,Task Start,Process time: 2.07
Simulation2,FCFS + SPT,39.27,N/A,O-48,N/A,Order Arrival,4 tasks included
Simulation2,FCFS + SPT,39.53,C-2,O-43,T3,Task Complete,"TWT: 24.04, TIT: 15.49"
Simulation2,FCFS + SPT,39.53,C-2,O-33,T3,Task Start,Process time: 5.57
Simulation2,FCFS + SPT,39.67,N/A,O-49,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,39.88,N/A,O-50,N/A,Order Arrival,5 tasks included
Simulation2,FCFS + SPT,39.91,N/A,O-51,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,40.00,N/A,O-50,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-37,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-38,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-40,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-41,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-45,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-46,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-48,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-49,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.00,N/A,O-51,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 10.94, Station A-2: 11.89, Station B-1: 24.54, Station B-2: 24.57, Station C-1: 14.40, Station C-2: 17.35, Station D-1: 15.03, Station D-2: 12.54, Station D-3: 14.57, Station E-1: 12.29"
Simulation2,FCFS + SPT,40.02,A-1,O-39,T1,Task Complete,"TWT: 33.72, TIT: 6.30"
Simulation2,FCFS + SPT,40.02,B-2,O-39,T2,Task Added,
Simulation2,FCFS + SPT,40.02,C-2,O-39,T3,Task Added,
Simulation2,FCFS + SPT,40.02,A-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,40.02,A-1,O-37,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,40.02,A-1,O-37,T1,Task Added,
Simulation2,FCFS + SPT,40.02,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,40.02,A-1,O-37,T1,Task Start,Process time: 0.58
Simulation2,FCFS + SPT,40.38,B-1,O-29,T2,Task Complete,"TWT: 26.06, TIT: 14.32"
Simulation2,FCFS + SPT,40.38,D-3,O-29,T4,Task Added,
Simulation2,FCFS + SPT,40.38,B-1,O-27,T2,Task Start,Process time: 9.05
Simulation2,FCFS + SPT,40.44,D-1,O-44,T4,Task Complete,"TWT: 37.11, TIT: 3.33"
Simulation2,FCFS + SPT,40.44,N/A,O-44,N/A,Order Finished,
Simulation2,FCFS + SPT,40.44,D-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,40.44,D-1,O-50,T4,Order Released,Continuous Release
Simulation2,FCFS + SPT,40.44,D-1,O-50,T4,Task Added,
Simulation2,FCFS + SPT,40.44,D-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,40.44,D-1,O-50,T4,Task Start,Process time: 4.90
Simulation2,FCFS + SPT,40.60,A-1,O-37,T1,Task Complete,"TWT: 34.30, TIT: 6.30"
Simulation2,FCFS + SPT,40.60,N/A,O-37,N/A,Order Finished,
Simulation2,FCFS + SPT,40.60,A-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,40.60,A-1,O-38,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,40.60,A-1,O-38,T1,Task Added,
Simulation2,FCFS + SPT,40.60,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,40.60,A-1,O-38,T1,Task Start,Process time: 5.06
Simulation2,FCFS + SPT,40.68,N/A,O-52,N/A,Order Arrival,3 tasks included
Simulation2,FCFS + SPT,40.83,N/A,O-53,N/A,Order Arrival,5 tasks included
Simulation2,FCFS + SPT,40.84,N/A,O-54,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,41.00,C-1,O-27,T3,Task Complete,"TWT: 28.71, TIT: 12.29"
Simulation2,FCFS + SPT,41.00,C-1,O-29,T3,Task Start,Process time: 4.77
Simulation2,FCFS + SPT,41.16,E-1,O-30,T5,Task Complete,"TWT: 17.16, TIT: 24.00"
Simulation2,FCFS + SPT,41.16,N/A,O-30,N/A,Order Finished,
Simulation2,FCFS + SPT,41.16,E-1,O-33,T5,Task Start,Process time: 2.35
Simulation2,FCFS + SPT,41.29,D-2,O-28,T4,Task Complete,"TWT: 37.89, TIT: 3.40"
Simulation2,FCFS + SPT,41.29,E-1,O-28,T5,Task Added,
Simulation2,FCFS + SPT,41.29,D-2,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,41.29,D-2,O-49,T4,Order Released,Continuous Release
Simulation2,FCFS + SPT,41.29,D-2,O-49,T4,Task Added,
Simulation2,FCFS + SPT,41.29,D-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,41.29,D-2,O-49,T4,Task Start,Process time: 3.81
Simulation2,FCFS + SPT,42.46,N/A,O-55,N/A,Order Arrival,5 tasks included
Simulation2,FCFS + SPT,42.93,D-3,O-47,T4,Task Complete,"TWT: 37.79, TIT: 5.14"
Simulation2,FCFS + SPT,42.93,A-2,O-47,T1,Task Added,
Simulation2,FCFS + SPT,42.93,D-3,O-29,T4,Task Start,Process time: 5.98
Simulation2,FCFS + SPT,43.51,E-1,O-33,T5,Task Complete,"TWT: 19.51, TIT: 24.00"
Simulation2,FCFS + SPT,43.51,E-1,O-28,T5,Task Start,Process time: 2.66
Simulation2,FCFS + SPT,43.72,N/A,O-56,N/A,Order Arrival,4 tasks included
Simulation2,FCFS + SPT,44.00,N/A,O-56,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-40,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-41,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-45,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-46,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-48,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-51,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-52,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-53,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-54,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.00,N/A,O-55,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 13.59, Station A-2: 13.55, Station B-1: 20.26, Station B-2: 30.16, Station C-1: 13.43, Station C-2: 19.73, Station D-1: 16.07, Station D-2: 17.11, Station D-3: 13.42"
Simulation2,FCFS + SPT,44.03,A-2,O-36,T1,Task Complete,"TWT: 38.57, TIT: 5.46"
Simulation2,FCFS + SPT,44.03,B-1,O-36,T2,Task Added,
Simulation2,FCFS + SPT,44.03,C-2,O-36,T3,Task Added,
Simulation2,FCFS + SPT,44.03,A-2,O-47,T1,Task Start,Process time: 3.31
Simulation2,FCFS + SPT,44.60,N/A,O-57,N/A,Order Arrival,4 tasks included
Simulation2,FCFS + SPT,45.10,C-2,O-33,T3,Task Complete,"TWT: 29.61, TIT: 15.49"
Simulation2,FCFS + SPT,45.10,N/A,O-33,N/A,Order Finished,
Simulation2,FCFS + SPT,45.10,C-2,O-39,T3,Task Start,Process time: 3.70
Simulation2,FCFS + SPT,45.10,D-2,O-49,T4,Task Complete,"TWT: 41.70, TIT: 3.40"
Simulation2,FCFS + SPT,45.10,N/A,O-49,N/A,Order Finished,
Simulation2,FCFS + SPT,45.10,D-2,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,45.10,D-2,O-54,T4,Order Released,Continuous Release
Simulation2,FCFS + SPT,45.10,D-2,O-54,T4,Task Added,
Simulation2,FCFS + SPT,45.10,D-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,45.10,D-2,O-54,T4,Task Start,Process time: 3.38
Simulation2,FCFS + SPT,45.34,D-1,O-50,T4,Task Complete,"TWT: 42.01, TIT: 3.33"
Simulation2,FCFS + SPT,45.34,A-1,O-50,T1,Task Added,
Simulation2,FCFS + SPT,45.34,D-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,45.34,D-1,O-57,T4,Order Released,Continuous Release
Simulation2,FCFS + SPT,45.34,D-1,O-57,T4,Task Added,
Simulation2,FCFS + SPT,45.34,D-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,45.34,D-1,O-57,T4,Task Start,Process time: 4.34
Simulation2,FCFS + SPT,45.49,N/A,O-58,N/A,Order Arrival,4 tasks included
Simulation2,FCFS + SPT,45.66,A-1,O-38,T1,Task Complete,"TWT: 39.36, TIT: 6.30"
Simulation2,FCFS + SPT,45.66,N/A,O-38,N/A,Order Finished,
Simulation2,FCFS + SPT,45.66,A-1,O-50,T1,Task Start,Process time: 1.21
Simulation2,FCFS + SPT,45.77,C-1,O-29,T3,Task Complete,"TWT: 33.48, TIT: 12.29"
Simulation2,FCFS + SPT,45.77,C-1,O-25,T3,Task Start,Process time: 5.17
Simulation2,FCFS + SPT,45.89,N/A,O-59,N/A,Order Arrival,5 tasks included
Simulation2,FCFS + SPT,46.00,N/A,O-60,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,46.05,N/A,O-61,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,46.17,E-1,O-28,T5,Task Complete,"TWT: 22.17, TIT: 24.00"
Simulation2,FCFS + SPT,46.17,N/A,O-28,N/A,Order Finished,
Simulation2,FCFS + SPT,46.17,E-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,46.87,A-1,O-50,T1,Task Complete,"TWT: 40.57, TIT: 6.30"
Simulation2,FCFS + SPT,46.87,B-1,O-50,T2,Task Added,
Simulation2,FCFS + SPT,46.87,C-1,O-50,T3,Task Added,
Simulation2,FCFS + SPT,46.87,A-1,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,46.87,A-1,O-56,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,46.87,A-1,O-56,T1,Task Added,
Simulation2,FCFS + SPT,46.87,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,46.87,A-1,O-56,T1,Task Start,Process time: 1.26
Simulation2,FCFS + SPT,47.34,A-2,O-47,T1,Task Complete,"TWT: 41.88, TIT: 5.46"
Simulation2,FCFS + SPT,47.34,B-2,O-47,T2,Task Added,
Simulation2,FCFS + SPT,47.34,C-2,O-47,T3,Task Added,
Simulation2,FCFS + SPT,47.34,A-2,N/A,N/A,Idle Start,
Simulation2,FCFS + SPT,47.34,A-2,O-58,T1,Order Released,Continuous Release
Simulation2,FCFS + SPT,47.34,A-2,O-58,T1,Task Added,
Simulation2,FCFS + SPT,47.34,A-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation2,FCFS + SPT,47.34,A-2,O-58,T1,Task Start,Process time: 4.13
Simulation2,FCFS + SPT,47.53,N/A,O-62,N/A,Order Arrival,4 tasks included
Simulation2,FCFS + SPT,47.56,N/A,O-63,N/A,Order Arrival,1 tasks included
Simulation2,FCFS + SPT,48.00,N/A,O-59,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-40,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-41,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-45,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-46,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-48,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-51,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-52,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-53,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-55,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-60,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 9.19, Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
Simulation2,FCFS + SPT,48.00,N/A,O-61,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 11.54, Station B-1: 30.61, Station B-2: 32.64, Station C-1: 14.69, Station C-2: 16.50, Station D-1: 16.76, Station D-2: 18.06, Station D-3: 18.76"
